away,home,start_dt,away_score,home_score,over_under
Arizona Diamondbacks,St. Louis Cardinals,2014-05-22 18:15:00-04:00,2,4,7.25
Toronto Blue Jays,Boston Red Sox,2014-05-22 15:05:00-04:00,7,2,8.5
Cleveland Indians,Baltimore Orioles,2014-05-22 18:05:00-04:00,8,7,8.5
Houston Astros,Seattle Mariners,2014-05-22 21:10:00-04:00,1,3,7.5
Washington Nationals,Pittsburgh Pirates,2014-05-22 18:05:00-04:00,1,3,7.5
Milwaukee Brewers,Atlanta Braves,2014-05-22 18:10:00-04:00,4,5,7.0
Chicago Cubs,San Diego Padres,2014-05-22 21:10:00-04:00,5,1,7.0
Oakland Athletics,Tampa Bay Rays,2014-05-22 15:10:00-04:00,2,5,7.0
New York Yankees,Chicago White Sox,2014-05-22 19:10:00-04:00,2,3,7.25
Colorado Rockies,Atlanta Braves,2014-05-23 18:35:00-04:00,2,3,7.0
Boston Red Sox,Tampa Bay Rays,2014-05-23 18:10:00-04:00,0,1,7.5
Kansas City Royals,Los Angeles Angels,2014-05-23 21:05:00-04:00,1,6,7.0
Washington Nationals,Pittsburgh Pirates,2014-05-23 18:05:00-04:00,3,4,7.0
Milwaukee Brewers,Miami Marlins,2014-05-23 18:10:00-04:00,9,5,7.0
St. Louis Cardinals,Cincinnati Reds,2014-05-23 18:10:00-04:00,3,5,7.0
Chicago Cubs,San Diego Padres,2014-05-23 21:10:00-04:00,1,11,7.0
Texas Rangers,Detroit Tigers,2014-05-23 18:05:00-04:00,2,7,8.0
Cleveland Indians,Baltimore Orioles,2014-05-23 18:05:00-04:00,4,8,8.5
Houston Astros,Seattle Mariners,2014-05-23 21:10:00-04:00,1,6,7.0
Minnesota Twins,San Francisco Giants,2014-05-23 21:15:00-04:00,2,6,7.0
Chicago Cubs,San Francisco Giants,2014-05-28 14:45:00-04:00,0,5,7.5
Miami Marlins,Washington Nationals,2014-05-28 18:05:00-04:00,8,5,7.5
Cincinnati Reds,Los Angeles Dodgers,2014-05-28 21:10:00-04:00,3,2,6.0
Houston Astros,Kansas City Royals,2014-05-28 13:10:00-04:00,9,3,8.5
Detroit Tigers,Oakland Athletics,2014-05-28 21:05:00-04:00,1,3,7.5
Baltimore Orioles,Milwaukee Brewers,2014-05-28 19:10:00-04:00,3,8,8.0
Pittsburgh Pirates,New York Mets,2014-05-28 12:10:00-04:00,0,5,7.0
Colorado Rockies,Philadelphia Phillies,2014-05-28 18:05:00-04:00,3,6,8.0
San Diego Padres,Arizona Diamondbacks,2014-05-28 20:40:00-04:00,6,12,9.0
Tampa Bay Rays,Toronto Blue Jays,2014-05-28 18:05:00-04:00,2,3,9.0
Texas Rangers,Minnesota Twins,2014-05-28 19:10:00-04:00,1,0,9.0
Los Angeles Angels,Seattle Mariners,2014-05-28 21:10:00-04:00,1,3,6.5
Atlanta Braves,Boston Red Sox,2014-05-28 18:10:00-04:00,0,4,8.0
New York Yankees,St. Louis Cardinals,2014-05-28 19:15:00-04:00,7,4,7.0
Philadelphia Phillies,Washington Nationals,2014-06-04 18:05:00-04:00,4,8,7.0
New York Mets,Chicago Cubs,2014-06-04 19:05:00-04:00,4,5,7.0
Toronto Blue Jays,Detroit Tigers,2014-06-04 18:05:00-04:00,8,2,9.0
Miami Marlins,Tampa Bay Rays,2014-06-04 18:10:00-04:00,5,4,7.0
Pittsburgh Pirates,San Diego Padres,2014-06-04 17:40:00-04:00,2,3,6.5
San Francisco Giants,Cincinnati Reds,2014-06-04 18:10:00-04:00,3,2,8.0
Arizona Diamondbacks,Colorado Rockies,2014-06-04 19:40:00-04:00,16,8,10.5
Boston Red Sox,Cleveland Indians,2014-06-04 18:05:00-04:00,4,7,7.5
Seattle Mariners,Atlanta Braves,2014-06-04 11:10:00-04:00,2,0,6.5
Chicago White Sox,Los Angeles Dodgers,2014-06-04 21:10:00-04:00,2,1,7.5
Philadelphia Phillies,Washington Nationals,2014-06-05 15:05:00-04:00,2,4,7.5
Arizona Diamondbacks,Colorado Rockies,2014-06-05 19:40:00-04:00,12,7,10.0
Oakland Athletics,New York Yankees,2014-06-05 12:05:00-04:00,1,2,7.5
New York Mets,Chicago Cubs,2014-06-05 18:05:00-04:00,4,7,7.5
Toronto Blue Jays,Detroit Tigers,2014-06-05 12:05:00-04:00,7,3,9.0
Baltimore Orioles,Texas Rangers,2014-06-05 19:05:00-04:00,6,8,9.5
Miami Marlins,Tampa Bay Rays,2014-06-05 15:10:00-04:00,11,6,7.5
Pittsburgh Pirates,Miami Marlins,2014-06-13 18:10:00-04:00,8,6,7.5
Cincinnati Reds,Milwaukee Brewers,2014-06-13 19:10:00-04:00,6,5,7.5
Arizona Diamondbacks,Los Angeles Dodgers,2014-06-13 21:10:00-04:00,3,4,6.5
Minnesota Twins,Detroit Tigers,2014-06-13 18:05:00-04:00,2,0,9.0
Kansas City Royals,Chicago White Sox,2014-06-13 19:10:00-04:00,7,2,7.5
New York Yankees,Oakland Athletics,2014-06-13 21:05:00-04:00,7,0,7.5
Chicago Cubs,Philadelphia Phillies,2014-06-13 18:05:00-04:00,2,1,8.5
Washington Nationals,St. Louis Cardinals,2014-06-13 19:15:00-04:00,0,1,7.0
Colorado Rockies,San Francisco Giants,2014-06-13 21:15:00-04:00,7,4,7.0
Cleveland Indians,Boston Red Sox,2014-06-13 18:10:00-04:00,3,10,8.5
Texas Rangers,Seattle Mariners,2014-06-13 21:10:00-04:00,1,0,6.5
Miami Marlins,New York Mets,2014-07-11 18:10:00-04:00,1,7,7.0
San Diego Padres,Los Angeles Dodgers,2014-07-11 21:10:00-04:00,6,3,7.0
Atlanta Braves,Chicago Cubs,2014-07-11 15:05:00-04:00,4,5,7.5
St. Louis Cardinals,Milwaukee Brewers,2014-07-11 19:10:00-04:00,7,6,8.0
Arizona Diamondbacks,San Francisco Giants,2014-07-11 21:15:00-04:00,0,5,7.0
Chicago White Sox,Cleveland Indians,2014-07-11 18:05:00-04:00,4,7,7.5
Toronto Blue Jays,Tampa Bay Rays,2014-07-11 18:10:00-04:00,8,5,7.0
Oakland Athletics,Seattle Mariners,2014-07-11 21:10:00-04:00,2,3,6.0
Minnesota Twins,Colorado Rockies,2014-07-11 19:40:00-04:00,2,6,10.0
National League,American League,2014-07-15 19:15:00-04:00,3,5,7.5
Milwaukee Brewers,Washington Nationals,2014-07-18 18:05:00-04:00,4,2,7.0
Philadelphia Phillies,Atlanta Braves,2014-07-18 18:35:00-04:00,4,6,7.0
Chicago Cubs,Arizona Diamondbacks,2014-07-18 20:40:00-04:00,4,5,8.5
Cleveland Indians,Detroit Tigers,2014-07-18 18:05:00-04:00,9,3,8.5
Seattle Mariners,Los Angeles Angels,2014-07-18 21:05:00-04:00,2,3,7.5
Colorado Rockies,Pittsburgh Pirates,2014-07-18 18:05:00-04:00,2,4,7.5
Los Angeles Dodgers,St. Louis Cardinals,2014-07-18 19:15:00-04:00,2,3,7.5
New York Mets,San Diego Padres,2014-07-18 21:10:00-04:00,5,4,6.5
Kansas City Royals,Boston Red Sox,2014-07-18 18:10:00-04:00,4,5,8.0
Houston Astros,Chicago White Sox,2014-07-18 19:10:00-04:00,2,3,8.5
Baltimore Orioles,Oakland Athletics,2014-07-18 21:05:00-04:00,4,5,7.0
Cincinnati Reds,New York Yankees,2014-07-18 18:05:00-04:00,3,4,8.0
Milwaukee Brewers,Washington Nationals,2014-07-20 12:35:00-04:00,4,5,7.5
Philadelphia Phillies,Atlanta Braves,2014-07-20 12:35:00-04:00,2,8,7.0
Chicago Cubs,Arizona Diamondbacks,2014-07-20 15:10:00-04:00,2,3,7.5
Cleveland Indians,Detroit Tigers,2014-07-20 12:05:00-04:00,1,5,9.0
Seattle Mariners,Los Angeles Angels,2014-07-20 14:35:00-04:00,5,6,8.0
Colorado Rockies,Pittsburgh Pirates,2014-07-20 12:35:00-04:00,3,5,7.5
Texas Rangers,Toronto Blue Jays,2014-07-20 12:05:00-04:00,6,9,8.25
Kansas City Royals,Boston Red Sox,2014-07-20 12:35:00-04:00,0,6,7.0
Houston Astros,Chicago White Sox,2014-07-20 13:10:00-04:00,11,7,9.0
Baltimore Orioles,Oakland Athletics,2014-07-20 15:05:00-04:00,2,10,7.5
Cincinnati Reds,New York Yankees,2014-07-20 12:05:00-04:00,2,3,7.0
Los Angeles Dodgers,Pittsburgh Pirates,2014-07-21 18:05:00-04:00,5,2,7.5
Cincinnati Reds,Milwaukee Brewers,2014-07-21 19:10:00-04:00,2,5,8.0
Boston Red Sox,Toronto Blue Jays,2014-07-21 18:05:00-04:00,14,1,8.5
Kansas City Royals,Chicago White Sox,2014-07-21 19:10:00-04:00,1,3,7.0
New York Mets,Seattle Mariners,2014-07-21 21:10:00-04:00,2,5,7.5
San Francisco Giants,Philadelphia Phillies,2014-07-21 18:05:00-04:00,7,4,7.0
Miami Marlins,Atlanta Braves,2014-07-21 18:10:00-04:00,3,1,7.0
Texas Rangers,New York Yankees,2014-07-21 18:05:00-04:00,4,2,8.5
Baltimore Orioles,Los Angeles Angels,2014-07-21 21:05:00-04:00,4,2,8.5
San Diego Padres,Atlanta Braves,2014-07-25 18:35:00-04:00,5,2,6.5
Boston Red Sox,Tampa Bay Rays,2014-07-25 18:10:00-04:00,4,6,6.0
Chicago White Sox,Minnesota Twins,2014-07-25 19:10:00-04:00,9,5,9.0
Detroit Tigers,Los Angeles Angels,2014-07-25 21:05:00-04:00,1,2,8.5
New York Mets,Milwaukee Brewers,2014-07-25 19:10:00-04:00,3,2,8.0
Toronto Blue Jays,New York Yankees,2014-07-25 18:05:00-04:00,4,6,8.0
Cleveland Indians,Kansas City Royals,2014-07-25 19:10:00-04:00,4,6,8.5
Baltimore Orioles,Seattle Mariners,2014-07-25 21:10:00-04:00,2,1,6.5
Miami Marlins,Houston Astros,2014-07-25 19:10:00-04:00,2,0,8.5
Arizona Diamondbacks,Cincinnati Reds,2014-07-28 18:10:00-04:00,2,1,7.5
Pittsburgh Pirates,San Francisco Giants,2014-07-28 21:15:00-04:00,5,0,6.5
Toronto Blue Jays,Boston Red Sox,2014-07-28 18:10:00-04:00,14,1,9.0
Milwaukee Brewers,Tampa Bay Rays,2014-07-28 18:10:00-04:00,1,2,7.0
San Diego Padres,Atlanta Braves,2014-07-28 11:10:00-04:00,0,2,7.5
Philadelphia Phillies,New York Mets,2014-07-28 18:10:00-04:00,1,7,7.0
Colorado Rockies,Chicago Cubs,2014-07-28 19:05:00-04:00,1,4,7.5
New York Yankees,Texas Rangers,2014-07-28 19:05:00-04:00,2,4,7.5
Colorado Rockies,Chicago Cubs,2014-07-29 19:05:00-04:00,3,4,8.0
Atlanta Braves,Los Angeles Dodgers,2014-07-29 21:10:00-04:00,4,8,7.5
Seattle Mariners,Cleveland Indians,2014-07-29 18:05:00-04:00,5,2,7.5
Toronto Blue Jays,Boston Red Sox,2014-07-29 18:10:00-04:00,4,2,8.5
Minnesota Twins,Kansas City Royals,2014-07-29 19:10:00-04:00,2,1,7.5
Arizona Diamondbacks,Cincinnati Reds,2014-07-29 18:10:00-04:00,0,3,7.0
St. Louis Cardinals,San Diego Padres,2014-07-29 21:10:00-04:00,1,3,6.0
Pittsburgh Pirates,San Francisco Giants,2014-07-29 21:15:00-04:00,3,1,6.5
Chicago White Sox,Detroit Tigers,2014-07-29 18:05:00-04:00,11,4,8.0
Milwaukee Brewers,Tampa Bay Rays,2014-07-29 18:10:00-04:00,1,5,7.0
Pittsburgh Pirates,San Francisco Giants,2014-07-30 14:45:00-04:00,5,7,7.5
Atlanta Braves,Los Angeles Dodgers,2014-07-30 21:10:00-04:00,2,3,6.5
Chicago White Sox,Detroit Tigers,2014-07-30 18:05:00-04:00,2,7,8.5
Philadelphia Phillies,New York Mets,2014-07-30 11:10:00-04:00,2,11,7.25
St. Louis Cardinals,San Diego Padres,2014-07-30 21:10:00-04:00,1,12,6.5
Toronto Blue Jays,Boston Red Sox,2014-07-30 18:10:00-04:00,6,1,8.5
Minnesota Twins,Kansas City Royals,2014-07-30 19:10:00-04:00,2,3,7.0
Milwaukee Brewers,Tampa Bay Rays,2014-07-30 11:10:00-04:00,5,0,7.0
Atlanta Braves,Los Angeles Dodgers,2014-07-31 21:10:00-04:00,1,2,6.0
Chicago White Sox,Detroit Tigers,2014-07-31 12:05:00-04:00,7,4,9.0
Seattle Mariners,Cleveland Indians,2014-07-31 18:05:00-04:00,6,5,8.5
Colorado Rockies,Chicago Cubs,2014-07-31 13:20:00-04:00,1,3,8.5
Philadelphia Phillies,Washington Nationals,2014-07-31 18:05:00-04:00,10,4,7.0
Minnesota Twins,Kansas City Royals,2014-07-31 19:10:00-04:00,3,6,7.5
Cincinnati Reds,Miami Marlins,2014-08-01 18:10:00-04:00,5,2,7.0
Milwaukee Brewers,St. Louis Cardinals,2014-08-01 19:15:00-04:00,7,4,7.0
Chicago Cubs,Los Angeles Dodgers,2014-08-01 21:10:00-04:00,8,2,7.5
Texas Rangers,Cleveland Indians,2014-08-01 18:05:00-04:00,2,12,8.5
New York Yankees,Boston Red Sox,2014-08-01 18:10:00-04:00,3,4,9.0
Minnesota Twins,Chicago White Sox,2014-08-01 19:10:00-04:00,8,10,7.5
Philadelphia Phillies,Washington Nationals,2014-08-01 18:05:00-04:00,2,1,7.5
San Francisco Giants,New York Mets,2014-08-01 18:10:00-04:00,5,1,7.0
Seattle Mariners,Baltimore Orioles,2014-08-01 18:05:00-04:00,1,2,8.0
Los Angeles Angels,Tampa Bay Rays,2014-08-01 18:10:00-04:00,5,3,7.5
Toronto Blue Jays,Houston Astros,2014-08-01 19:10:00-04:00,1,3,8.5
Kansas City Royals,Oakland Athletics,2014-08-01 20:35:00-04:00,1,0,7.5
Colorado Rockies,Detroit Tigers,2014-08-01 18:05:00-04:00,2,4,9.0
Cincinnati Reds,Miami Marlins,2014-08-02 18:10:00-04:00,1,2,7.0
New York Yankees,Boston Red Sox,2014-08-02 15:05:00-04:00,6,4,8.5
Seattle Mariners,Baltimore Orioles,2014-08-02 18:05:00-04:00,6,3,8.0
Philadelphia Phillies,Washington Nationals,2014-08-02 18:05:00-04:00,0,11,7.0
San Francisco Giants,New York Mets,2014-08-02 18:10:00-04:00,2,4,6.5
Chicago Cubs,Los Angeles Dodgers,2014-08-02 20:10:00-04:00,2,5,7.0
Kansas City Royals,Oakland Athletics,2014-08-02 15:05:00-04:00,3,8,6.5
Texas Rangers,Cleveland Indians,2014-08-02 18:05:00-04:00,0,2,8.5
Los Angeles Angels,Tampa Bay Rays,2014-08-02 18:10:00-04:00,3,10,7.5
Minnesota Twins,Chicago White Sox,2014-08-02 18:10:00-04:00,8,6,9.0
Colorado Rockies,Detroit Tigers,2014-08-02 18:05:00-04:00,5,11,9.0
Texas Rangers,Chicago White Sox,2014-08-04 19:10:00-04:00,3,5,9.5
Los Angeles Angels,Los Angeles Dodgers,2014-08-04 21:10:00-04:00,5,0,6.5
Baltimore Orioles,Washington Nationals,2014-08-04 18:05:00-04:00,7,3,7.0
Tampa Bay Rays,Oakland Athletics,2014-08-04 21:05:00-04:00,2,3,7.0
Cincinnati Reds,Cleveland Indians,2014-08-04 18:05:00-04:00,1,7,7.0
New York Mets,Washington Nationals,2014-08-06 18:05:00-04:00,1,7,7.0
Texas Rangers,Chicago White Sox,2014-08-06 13:10:00-04:00,3,1,7.5
Cleveland Indians,Cincinnati Reds,2014-08-06 18:10:00-04:00,3,8,7.0
Miami Marlins,Pittsburgh Pirates,2014-08-06 18:05:00-04:00,3,7,7.5
San Francisco Giants,Milwaukee Brewers,2014-08-06 19:10:00-04:00,7,4,7.5
Tampa Bay Rays,Oakland Athletics,2014-08-06 14:35:00-04:00,7,3,7.0
Detroit Tigers,New York Yankees,2014-08-06 18:05:00-04:00,1,5,9.0
San Diego Padres,Minnesota Twins,2014-08-06 12:10:00-04:00,5,4,8.5
Houston Astros,Philadelphia Phillies,2014-08-06 18:05:00-04:00,3,10,8.5
Boston Red Sox,St. Louis Cardinals,2014-08-06 19:15:00-04:00,2,1,8.0
Los Angeles Dodgers,Los Angeles Angels,2014-08-06 21:05:00-04:00,2,1,8.5
San Francisco Giants,Milwaukee Brewers,2014-08-07 13:10:00-04:00,1,3,8.0
Miami Marlins,Pittsburgh Pirates,2014-08-07 18:05:00-04:00,2,7,8.0
Detroit Tigers,New York Yankees,2014-08-07 12:05:00-04:00,0,1,8.5
Minnesota Twins,Oakland Athletics,2014-08-07 21:05:00-04:00,0,3,7.0
Cleveland Indians,Cincinnati Reds,2014-08-07 18:10:00-04:00,0,4,7.5
New York Mets,Washington Nationals,2014-08-07 11:35:00-04:00,3,5,7.0
Chicago Cubs,Colorado Rockies,2014-08-07 14:10:00-04:00,6,2,10.5
Baltimore Orioles,Toronto Blue Jays,2014-08-07 18:05:00-04:00,2,1,9.0
Chicago White Sox,Seattle Mariners,2014-08-07 21:10:00-04:00,3,13,7.5
Houston Astros,Philadelphia Phillies,2014-08-07 18:05:00-04:00,5,6,8.0
Boston Red Sox,St. Louis Cardinals,2014-08-07 18:15:00-04:00,2,5,7.5
Cincinnati Reds,Colorado Rockies,2014-08-14 19:40:00-04:00,3,7,9.0
Oakland Athletics,Kansas City Royals,2014-08-14 13:10:00-04:00,3,7,7.0
Pittsburgh Pirates,Detroit Tigers,2014-08-14 12:05:00-04:00,2,5,7.5
Los Angeles Dodgers,Atlanta Braves,2014-08-14 11:10:00-04:00,6,4,7.5
Arizona Diamondbacks,Miami Marlins,2014-08-14 18:10:00-04:00,4,5,7.5
San Diego Padres,St. Louis Cardinals,2014-08-14 19:15:00-04:00,3,4,7.5
Houston Astros,Boston Red Sox,2014-08-14 18:10:00-04:00,4,9,9.0
Arizona Diamondbacks,Miami Marlins,2014-08-17 12:10:00-04:00,3,10,7.0
Philadelphia Phillies,San Francisco Giants,2014-08-17 15:05:00-04:00,2,5,7.5
Milwaukee Brewers,Los Angeles Dodgers,2014-08-17 15:10:00-04:00,7,2,8.0
Baltimore Orioles,Cleveland Indians,2014-08-17 12:05:00-04:00,4,1,8.0
New York Yankees,Tampa Bay Rays,2014-08-17 12:40:00-04:00,4,2,7.0
San Diego Padres,St. Louis Cardinals,2014-08-17 13:15:00-04:00,6,7,7.0
Cincinnati Reds,Colorado Rockies,2014-08-17 15:10:00-04:00,9,10,9.5
Pittsburgh Pirates,Washington Nationals,2014-08-17 16:05:00-04:00,5,6,7.5
Seattle Mariners,Detroit Tigers,2014-08-17 12:05:00-04:00,8,1,8.5
Houston Astros,Boston Red Sox,2014-08-17 12:35:00-04:00,8,1,8.5
Cincinnati Reds,Colorado Rockies,2014-08-17 20:10:00-04:00,5,10,10.5
Cincinnati Reds,St. Louis Cardinals,2014-08-18 19:15:00-04:00,5,6,8.0
Los Angeles Angels,Boston Red Sox,2014-08-18 18:10:00-04:00,4,2,9.5
Baltimore Orioles,Chicago White Sox,2014-08-18 19:10:00-04:00,8,2,7.0
Chicago Cubs,New York Mets,2014-08-18 11:10:00-04:00,4,1,7.0
Arizona Diamondbacks,Washington Nationals,2014-08-18 18:05:00-04:00,4,5,7.0
Arizona Diamondbacks,Washington Nationals,2014-08-20 18:05:00-04:00,2,3,7.0
Detroit Tigers,Tampa Bay Rays,2014-08-20 18:10:00-04:00,6,0,7.5
Seattle Mariners,Philadelphia Phillies,2014-08-20 12:05:00-04:00,3,4,6.5
New York Mets,Oakland Athletics,2014-08-20 14:35:00-04:00,8,5,7.0
Atlanta Braves,Pittsburgh Pirates,2014-08-20 18:05:00-04:00,2,3,7.5
Cincinnati Reds,St. Louis Cardinals,2014-08-20 18:15:00-04:00,3,7,6.5
San Diego Padres,Los Angeles Dodgers,2014-08-20 21:10:00-04:00,4,1,7.5
Houston Astros,New York Yankees,2014-08-20 18:05:00-04:00,5,2,8.5
Texas Rangers,Miami Marlins,2014-08-20 11:40:00-04:00,5,4,7.5
Toronto Blue Jays,Milwaukee Brewers,2014-08-20 13:10:00-04:00,9,5,9.0
Pittsburgh Pirates,Milwaukee Brewers,2014-08-24 13:10:00-04:00,3,4,8.5
Miami Marlins,Colorado Rockies,2014-08-24 15:10:00-04:00,4,7,10.5
Tampa Bay Rays,Toronto Blue Jays,2014-08-24 12:05:00-04:00,2,1,8.5
San Francisco Giants,Washington Nationals,2014-08-24 12:35:00-04:00,6,14,7.0
New York Mets,Los Angeles Dodgers,2014-08-24 15:10:00-04:00,11,3,7.5
Houston Astros,Cleveland Indians,2014-08-24 12:05:00-04:00,1,3,7.5
Los Angeles Angels,Oakland Athletics,2014-08-24 19:05:00-04:00,9,4,7.5
Chicago Cubs,St. Louis Cardinals,2014-08-30 19:15:00-04:00,2,13,8.0
Miami Marlins,Atlanta Braves,2014-08-30 18:10:00-04:00,4,0,7.5
Colorado Rockies,Arizona Diamondbacks,2014-08-30 19:10:00-04:00,2,0,8.0
Boston Red Sox,Tampa Bay Rays,2014-08-30 18:10:00-04:00,0,7,8.0
Texas Rangers,Houston Astros,2014-08-30 18:10:00-04:00,0,2,8.5
Chicago Cubs,St. Louis Cardinals,2014-08-30 13:15:00-04:00,5,1,8.0
Cincinnati Reds,Pittsburgh Pirates,2014-08-30 15:05:00-04:00,2,3,7.5
Philadelphia Phillies,New York Mets,2014-08-30 18:10:00-04:00,7,2,7.0
Detroit Tigers,Chicago White Sox,2014-08-30 12:10:00-04:00,3,6,7.0
Minnesota Twins,Baltimore Orioles,2014-08-30 18:05:00-04:00,2,3,8.0
Cleveland Indians,Kansas City Royals,2014-08-30 18:10:00-04:00,3,2,7.5
Pittsburgh Pirates,St. Louis Cardinals,2014-09-03 12:45:00-04:00,0,1,8.0
Detroit Tigers,Cleveland Indians,2014-09-03 18:05:00-04:00,0,7,8.0
Toronto Blue Jays,Tampa Bay Rays,2014-09-03 18:10:00-04:00,7,4,7.0
Chicago White Sox,Minnesota Twins,2014-09-03 19:10:00-04:00,4,11,9.0
Philadelphia Phillies,Atlanta Braves,2014-09-03 11:10:00-04:00,4,7,7.5
New York Mets,Miami Marlins,2014-09-03 18:10:00-04:00,4,3,7.0
Arizona Diamondbacks,San Diego Padres,2014-09-03 21:05:00-04:00,6,1,6.0
Seattle Mariners,Oakland Athletics,2014-09-03 14:35:00-04:00,2,1,6.5
Boston Red Sox,New York Yankees,2014-09-03 18:05:00-04:00,1,5,8.5
Texas Rangers,Kansas City Royals,2014-09-03 19:10:00-04:00,1,4,8.0
Cincinnati Reds,Baltimore Orioles,2014-09-03 18:05:00-04:00,0,6,8.0
Philadelphia Phillies,Washington Nationals,2014-09-05 18:05:00-04:00,9,8,7.5
New York Mets,Cincinnati Reds,2014-09-05 18:10:00-04:00,14,5,7.5
San Diego Padres,Colorado Rockies,2014-09-05 19:40:00-04:00,0,3,9.5
Kansas City Royals,New York Yankees,2014-09-05 18:05:00-04:00,1,0,7.5
Baltimore Orioles,Tampa Bay Rays,2014-09-05 18:10:00-04:00,0,3,7.0
Atlanta Braves,Miami Marlins,2014-09-05 18:10:00-04:00,3,11,7.5
St. Louis Cardinals,Milwaukee Brewers,2014-09-05 19:10:00-04:00,2,6,7.5
Arizona Diamondbacks,Los Angeles Dodgers,2014-09-05 21:10:00-04:00,1,2,7.5
Houston Astros,Oakland Athletics,2014-09-05 21:05:00-04:00,4,3,7.5
San Francisco Giants,Detroit Tigers,2014-09-05 18:05:00-04:00,8,2,8.5
San Diego Padres,Colorado Rockies,2014-09-06 19:10:00-04:00,6,7,9.0
Kansas City Royals,New York Yankees,2014-09-06 15:05:00-04:00,2,6,7.5
Chicago White Sox,Cleveland Indians,2014-09-06 18:05:00-04:00,1,3,7.0
Los Angeles Angels,Minnesota Twins,2014-09-06 18:10:00-04:00,8,5,8.5
Philadelphia Phillies,Washington Nationals,2014-09-06 15:05:00-04:00,3,1,8.0
New York Mets,Cincinnati Reds,2014-09-06 15:10:00-04:00,1,2,7.0
Arizona Diamondbacks,Los Angeles Dodgers,2014-09-06 20:10:00-04:00,2,5,6.5
Baltimore Orioles,Tampa Bay Rays,2014-09-06 12:05:00-04:00,2,3,7.0
Houston Astros,Oakland Athletics,2014-09-06 15:05:00-04:00,3,4,7.5
Toronto Blue Jays,Boston Red Sox,2014-09-06 18:10:00-04:00,3,4,9.0
San Francisco Giants,Detroit Tigers,2014-09-06 12:05:00-04:00,5,4,7.0
New York Mets,Cincinnati Reds,2014-09-07 12:10:00-04:00,4,3,7.0
Arizona Diamondbacks,Los Angeles Dodgers,2014-09-07 15:10:00-04:00,2,7,7.0
Kansas City Royals,New York Yankees,2014-09-07 12:35:00-04:00,2,0,7.5
Baltimore Orioles,Tampa Bay Rays,2014-09-07 12:40:00-04:00,7,5,7.5
Philadelphia Phillies,Washington Nationals,2014-09-07 12:35:00-04:00,2,3,6.5
Chicago White Sox,Cleveland Indians,2014-09-07 12:05:00-04:00,0,2,8.0
Houston Astros,Oakland Athletics,2014-09-07 15:05:00-04:00,4,3,7.5
San Francisco Giants,Detroit Tigers,2014-09-07 19:05:00-04:00,1,6,8.5
Atlanta Braves,Washington Nationals,2014-09-09 18:05:00-04:00,4,6,7.0
Colorado Rockies,New York Mets,2014-09-09 18:10:00-04:00,0,2,7.0
San Diego Padres,Los Angeles Dodgers,2014-09-09 21:10:00-04:00,6,3,7.0
Minnesota Twins,Cleveland Indians,2014-09-09 18:05:00-04:00,4,3,8.5
Miami Marlins,Milwaukee Brewers,2014-09-09 19:10:00-04:00,6,3,8.0
Arizona Diamondbacks,San Francisco Giants,2014-09-09 21:15:00-04:00,1,5,6.5
Kansas City Royals,Detroit Tigers,2014-09-09 18:05:00-04:00,2,4,7.5
Tampa Bay Rays,New York Yankees,2014-09-09 18:05:00-04:00,4,3,7.0
Houston Astros,Seattle Mariners,2014-09-09 21:10:00-04:00,2,1,7.0
Chicago Cubs,Toronto Blue Jays,2014-09-09 18:05:00-04:00,2,9,7.5
San Diego Padres,Los Angeles Dodgers,2014-09-10 21:10:00-04:00,0,4,7.0
Atlanta Braves,Washington Nationals,2014-09-10 15:05:00-04:00,6,2,7.0
Colorado Rockies,New York Mets,2014-09-10 18:10:00-04:00,0,2,7.0
Miami Marlins,Milwaukee Brewers,2014-09-10 19:10:00-04:00,1,4,8.0
Arizona Diamondbacks,San Francisco Giants,2014-09-10 21:15:00-04:00,0,5,6.5
Kansas City Royals,Detroit Tigers,2014-09-10 18:05:00-04:00,3,0,8.5
Houston Astros,Seattle Mariners,2014-09-10 21:10:00-04:00,5,2,7.0
Chicago Cubs,Toronto Blue Jays,2014-09-10 18:05:00-04:00,1,11,8.0
Miami Marlins,New York Mets,2014-09-15 18:10:00-04:00,6,5,6.0
Philadelphia Phillies,San Diego Padres,2014-09-15 21:10:00-04:00,0,1,6.5
Toronto Blue Jays,Baltimore Orioles,2014-09-15 18:05:00-04:00,2,5,7.5
Cleveland Indians,Houston Astros,2014-09-15 19:10:00-04:00,1,3,8.0
Cincinnati Reds,Chicago Cubs,2014-09-15 19:05:00-04:00,0,1,7.0
San Francisco Giants,Arizona Diamondbacks,2014-09-15 20:40:00-04:00,2,6,7.5
New York Yankees,Tampa Bay Rays,2014-09-15 18:10:00-04:00,0,1,7.5
Chicago White Sox,Kansas City Royals,2014-09-15 19:10:00-04:00,3,4,7.0
Seattle Mariners,Los Angeles Angels,2014-09-15 21:05:00-04:00,1,8,7.5
Arizona Diamondbacks,Colorado Rockies,2014-09-18 19:40:00-04:00,6,7,10.0
Toronto Blue Jays,New York Yankees,2014-09-18 18:05:00-04:00,2,3,7.5
Boston Red Sox,Pittsburgh Pirates,2014-09-18 18:05:00-04:00,2,3,7.0
Milwaukee Brewers,St. Louis Cardinals,2014-09-18 19:15:00-04:00,2,3,7.5
Philadelphia Phillies,San Diego Padres,2014-09-18 20:10:00-04:00,3,7,6.75
